Gene stable ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000003,271.83807751806074,1.0164428368289098,0.20634924025142765,4.925837553801594,8.399976292205898e-07,4.649917910719954e-06
ENSG00000000419,823.6418405067576,0.02532354670158141,0.16278798969024902,0.15556151746677838,0.876378660192724,0.908315558282961
ENSG00000000457,685.5837655948086,0.47895326860134657,0.1651087228815008,2.900835644795661,0.0037216902410503816,0.008896588451802764
ENSG00000000460,831.7113890852089,0.467336291982334,0.15199309026273272,3.074720641408792,0.0021069980764686232,0.005381142251129863
ENSG00000001036,926.3257410962464,0.23654000461988076,0.17282563739952314,1.3686627064077785,0.17110473290878236,0.24681721056969724
ENSG00000001084,562.3069899256528,0.26004387253442646,0.15794111748251952,1.6464608879521663,0.09966890620820508,0.15736163882593673
ENSG00000001167,930.5139465470091,0.8831539681364728,0.1516089874685432,5.825208537321808,5.70413278303538e-09,4.8110513980907855e-08
ENSG00000001460,62.755906421435476,0.2921148797125244,0.30078818904466287,0.9711647277119295,0.33146625538479246,0.4232830526603749
ENSG00000001461,291.96372728510187,-0.12333084009222589,0.17283170362271844,-0.7135892171811831,0.47548122712439733,0.5668112846116578
ENSG00000001497,2428.2382140409927,-0.007353035388871135,0.12654378684138198,-0.0581066488715712,0.9536636783101107,0.9660078914792974
ENSG00000001561,88.07344681814597,0.6104828824685739,0.28986645145921536,2.106083264880585,0.0351971202462276,0.06430551255911689
ENSG00000001617,2041.8135213511607,0.19669618372540348,0.14665062671306417,1.3412570279038643,0.17983701655007545,0.2573578858077942
ENSG00000001629,737.5466724127249,0.6236351975076401,0.1696558560986054,3.6758837086364893,0.0002370274845717996,0.0007662951660535603
ENSG00000001630,2125.882646394232,0.5759136850152203,0.18356387003949814,3.1374021744654805,0.0017045214394822174,0.004454137413210178
ENSG00000001631,305.65031469038286,0.2551541458601523,0.22252397503364027,1.1466366526194722,0.2515318215409913,0.3390048281365898
ENSG00000002016,73.40929119046028,-0.38083106285683693,0.3098597789745281,-1.2290432276082628,0.21905559905642824,0.30353076581636856
ENSG00000002330,3179.50536708548,-1.0616468958599365,0.15712896088145467,-6.756532277082211,1.4133350668045552e-11,1.8429481087718605e-10
ENSG00000002549,585.5185377372574,0.804102497865796,0.15684924748073575,5.126594553566831,2.950299189189645e-07,1.7917579943426647e-06
ENSG00000002586,7741.182650544709,-0.5395667393930018,0.13533088613301308,-3.9870184464962137,6.690882528890482e-05,0.00024579168771271217
ENSG00000002822,1262.3669124286062,0.06450711798099451,0.16526565291262846,0.39032380197655286,0.6962971249401702,0.763748926596992
ENSG00000002834,197222.01999798638,-0.39026640219275205,0.12840626334636351,-3.039309703608819,0.0023712095313575925,0.005981011750882419
ENSG00000002919,556.3274322373985,-0.41740801748787315,0.1498863561003783,-2.7848299761743274,0.005355579742187631,0.01227875193209989
ENSG00000002933,17.740756336603457,1.4923968016815314,0.5721416118724666,2.6084395378922287,0.00909560785022377,0.019596382675221152
ENSG00000003056,2558.363236792909,0.21747226991677018,0.1574583699224024,1.3811413773935515,0.16723549533824955,0.24238221441266491
ENSG00000003096,194.37279006598942,2.061003013413375,0.25114562799350626,8.206406099439109,2.279076365199453e-16,5.807424219471199e-15
ENSG00000003147,1329.2053970959234,0.18293043841610426,0.1797745315455835,1.0175548051405743,0.3088895746137449,0.3998542409600067
ENSG00000003249,1672.2258076224864,-0.04989930064487935,0.14546439988364548,-0.3430344516238541,0.7315725422417215,0.79180163984631
ENSG00000003393,343.29514245750124,0.5159301980101234,0.17162519720083896,3.006144822699737,0.0026458295096270074,0.0065761129804044385
ENSG00000003402,770.864820296864,-0.49923246360978585,0.15079283703133775,-3.310717361899859,0.0009305714833808917,0.0025925369826238186
ENSG00000003436,8.713231076510548,2.3642772001605312,0.8628921227907786,2.739945281356782,0.006144941384723589,0.013848403232956857
ENSG00000003509,96.23489040055681,0.33235069009424084,0.26277980067962,1.2647497609583827,0.2059610458357346,0.28850288293810733
ENSG00000003756,763.9865159462564,-0.11511073604803411,0.15807741937227754,-0.7281921510683605,0.46649596988141084,0.5579877285244328
ENSG00000003989,436.98690868482157,-1.7785982011987862,0.22120518839475659,-8.040490433817265,8.947961663280583e-16,2.1368619853070722e-14
ENSG00000004059,6894.020277145475,-0.4701269255393541,0.13631272722946378,-3.4488850387972936,0.0005629062986004008,0.001650293915999499
ENSG00000004139,125.75887815782153,-3.086738149200889,0.29142836964403135,-10.591755884889386,3.254293974645551e-26,1.950955989447258e-24
ENSG00000004142,6343.800357044499,-0.49224154014138016,0.12645523554052912,-3.8926149481854853,9.916948571331004e-05,0.0003503180267936194
ENSG00000004399,1526.9811793456904,2.062779325258134,0.1359337488049891,15.17488735058284,5.1866711333864955e-52,1.3805157272353356e-49
ENSG00000004455,3732.4735933961965,0.10262501797650887,0.1269427659265444,0.8084353387722225,0.41884001541552485,0.5114435888035415
ENSG00000004478,14219.795452692764,-0.5081357762886317,0.13806288218042598,-3.680466235845924,0.00023280788614452638,0.0007546799055454605
ENSG00000004487,2352.3585450919354,-0.09950825452269842,0.1324037305073667,-0.7515517436056075,0.45232067258152275,0.5444579752943298
ENSG00000004534,837.2413873267827,0.4795589356956538,0.1663539501571357,2.8827625388075777,0.003942044850089445,0.009356770822095005
ENSG00000004660,332.285958385714,-1.6141196826160473,0.185097608236599,-8.720370284595015,2.772934552813532e-18,8.70942574327172e-17
ENSG00000004700,346.25966129663516,0.3220608895514171,0.1651530676624269,1.9500751279395545,0.051167165244214524,0.08887511462471887
ENSG00000004766,377.5185220686122,0.48179825350319394,0.19335654384799636,2.491760785101489,0.012711161489094423,0.026258344465890225
ENSG00000004777,103.81851774208555,-0.809252687077324,0.26325316901689444,-3.0740472758578257,0.0021117596528836035,0.005391536219272363
ENSG00000004779,1226.0341835523054,-0.21702595719600504,0.15044722821049772,-1.44253875446847,0.14915044691950882,0.22015995679332484
ENSG00000004799,30.643955228521744,2.4686815167120573,0.47731441186025947,5.172023838732946,2.3157203182777548e-07,1.4408926424839364e-06
ENSG00000004838,10.768343258197433,-1.0444168880777436,0.7027049304824048,-1.486280859536242,0.13720484731947394,0.20499851438177452
ENSG00000004848,90.69600793766459,0.2469124704002609,0.29090588121745986,0.8487709817584859,0.3960087400977864,0.4888528944747794
ENSG00000004864,1629.951719690107,0.6506633483279154,0.17271075519717782,3.767358596661081,0.00016498393399515062,0.000553702178481286
ENSG00000004866,732.7777626565538,-0.7490947650159925,0.14722250728902583,-5.088181004453189,3.615142452469938e-07,2.156547405172819e-06
ENSG00000004897,691.4526833187302,0.5624669467000334,0.17558823873358478,3.2033292819426764,0.0013584855634762244,0.003632685437924207
ENSG00000004948,14.507231563560147,-3.3816483588577264,1.6976803071170223,-1.9919229460818777,0.04637951289132491,0.08156922729809644
ENSG00000004961,1327.9537806632964,0.28822795228022646,0.167865603405871,1.7170161512084128,0.08597622098596368,0.138946805459195
ENSG00000004975,1118.0423512958348,-0.7003214899791733,0.14543446088623077,-4.815375157384568,1.4692359654543868e-06,7.710686970172531e-06
ENSG00000005001,387.05567745763375,0.27054953619754973,0.17887367590969547,1.5125173384044333,0.13040230520972798,0.19666518848331419
ENSG00000005007,3277.4817988673626,-0.21909514422833065,0.12605863334110634,-1.7380415638449263,0.08220349032778877,0.13371718399638508
ENSG00000005020,184.6734460896681,1.0634294600598864,0.23335779904150328,4.557077005473268,5.187041107753902e-06,2.4371502414578332e-05
ENSG00000005022,10551.629916838932,-0.2555165762043966,0.1342845855524014,-1.902799008190611,0.05706677669546792,0.09752789090325532
ENSG00000005059,592.9612609587085,-0.19102379942722938,0.18014344701886262,-1.0603982692039169,0.2889634492740695,0.3792645271722162
ENSG00000005073,20.28028397799334,1.9161554515979204,0.5777656545217293,3.316492485494143,0.0009115503877852918,0.0025464191807273583
ENSG00000005075,1103.567836198299,-0.5733757932004325,0.15187414035506022,-3.7753352338980233,0.00015979261852308902,0.0005376534123012552
ENSG00000005100,446.36615815548674,0.1596995601417263,0.17221370214811108,0.9273336450567558,0.3537533307814299,0.4463000456802392
ENSG00000005156,2122.923300224774,-0.1330001341404426,0.13776657452629906,-0.9654020548725585,0.3343434726501374,0.42646724577109435
ENSG00000005175,439.0298544022622,0.7239906720293074,0.20258526042383765,3.573757886011126,0.00035189433180932703,0.0010924300184746792
ENSG00000005187,119.3618073619431,0.5152860411773958,0.2863464653004806,1.7995194759490925,0.07193654594590833,0.11938194530513249
ENSG00000005189,268.5819447066661,-1.047187796900554,0.1946144983438854,-5.38083136565789,7.414262502303948e-08,5.072029575439746e-07
ENSG00000005194,1725.5284598227784,-1.1015289793227454,0.14184136207344805,-7.76592217686371,8.105331021493995e-15,1.7070819620779188e-13
ENSG00000005206,772.5191929999228,-0.776651195014285,0.16238418523796466,-4.7828007011652485,1.7286950365649863e-06,8.939221864098398e-06
ENSG00000005238,546.5262129341896,1.242731161252794,0.2093713507991065,5.935535862522111,2.928872915863611e-09,2.594503733194203e-08
ENSG00000005249,65.58054094156451,1.6535476717835673,0.3265944548299119,5.062999837657144,4.127102049382656e-07,2.4268771025429635e-06
